Sample 	Min_coverage	Max_coverage	Average_coverage	Min_quality	Max_quality	Average_quality	%_Missing_sites(N)
AV-6-EX2-OT1-MBT_A_PA	 61	 595	 377.54	 34.87	 38.62	 37.59	 0.00
AV-6-EX2-OT1-MBT_A_PB1	 75	 861	 611.62	 35.54	 38.56	 37.66	 0.00
AV-6-EX2-OT1-MBT_A_PB2	 163	 861	 595.16	 33.56	 38.63	 37.59	 0.00
AV-6-EX2-OT1-UNI_A_HA_H4	 58	 1054	 651.07	 36.00	 38.73	 38.00	 0.00
AV-6-EX2-OT1-UNI_A_MP	 267	 3473	 2321.28	 33.96	 38.57	 37.93	 0.00
AV-6-EX2-OT1-UNI_A_NA_N6	 44	 1272	 816.06	 36.49	 38.84	 38.06	 0.64
AV-6-EX2-OT1-UNI_A_NP	 182	 1844	 1335.56	 33.93	 38.75	 37.91	 0.00
AV-6-EX2-OT1-UNI_A_NS	 232	 2356	 1670.67	 35.96	 38.71	 38.02	 0.00
AV-6-EX2-OT1-UNI_A_PA	 165	 1429	 921.98	 35.56	 38.80	 37.94	 0.00
AV-6-EX2-OT1-UNI_A_PB1	 41	 973	 676.11	 36.27	 38.68	 38.04	 0.66
AV-6-EX2-OT1-UNI_A_PB2	 224	 1888	 1218.11	 34.86	 38.68	 37.97	 0.00
AV-6-EX2-OT2-MBT_A_HA_H4	 175	 1260	 920.75	 35.69	 38.62	 37.93	 0.00
AV-6-EX2-OT2-MBT_A_MP	 426	 3847	 2813.37	 33.38	 38.49	 37.82	 0.00
AV-6-EX2-OT2-MBT_A_NA_N6	 271	 2298	 1706.47	 36.33	 38.69	 37.96	 0.00
AV-6-EX2-OT2-MBT_A_NP	 90	 785	 609.29	 33.90	 38.62	 37.81	 0.00
AV-6-EX2-OT2-MBT_A_NS	 1145	 6258	 4722.48	 35.89	 38.71	 37.94	 0.00
AV-6-EX2-OT2-MBT_A_PA	 93	 619	 442.08	 35.28	 38.84	 37.84	 0.00
AV-6-EX2-OT2-MBT_A_PB1	 49	 506	 338.46	 36.09	 38.93	 37.90	 0.13
AV-6-EX2-OT2-MBT_A_PB2	 75	 715	 454.75	 34.21	 38.71	 37.84	 0.00
AV-6-EX2-OT2-UNI_A_HA_H4	 76	 751	 553.46	 36.08	 38.66	 37.98	 0.00
AV-6-EX2-OT2-UNI_A_MP	 158	 1438	 1047.97	 33.23	 38.56	 37.91	 0.00
AV-6-EX2-OT2-UNI_A_NA_N6	 217	 2870	 2058.42	 36.49	 38.79	 38.04	 0.00
AV-6-EX2-OT2-UNI_A_NP	 147	 1651	 1293.45	 34.26	 38.61	 37.91	 0.00
AV-6-EX2-OT2-UNI_A_NS	 405	 2609	 1980.27	 35.66	 38.70	 38.01	 0.00
AV-6-EX2-OT2-UNI_A_PA	 74	 491	 382.77	 35.33	 38.75	 37.85	 0.00
AV-6-EX2-OT2-UNI_A_PB1	 29	 517	 385.73	 36.16	 38.72	 38.02	 2.11
AV-6-EX2-OT2-UNI_A_PB2	 21	 218	 153.22	 34.07	 38.80	 37.93	 5.22
AV-7-EX2-OT1-MBT_A_HA_H9	 56	 775	 435.23	 35.34	 38.67	 37.77	 0.00
AV-7-EX2-OT1-MBT_A_MP	 908	 8219	 5951.72	 35.04	 38.35	 37.70	 0.00
AV-7-EX2-OT1-MBT_A_NA_N2	 169	 1792	 1287.59	 35.51	 38.52	 37.70	 0.00
AV-7-EX2-OT1-MBT_A_NP	 107	 1406	 1007.06	 33.27	 38.53	 37.58	 0.00
AV-7-EX2-OT1-MBT_A_NS	 1529	 8952	 6619.87	 35.00	 38.58	 37.88	 0.00
AV-7-EX2-OT1-MBT_A_PA	 240	 1292	 970.67	 35.32	 38.70	 37.78	 0.00
AV-7-EX2-OT1-MBT_A_PB1	 35	 394	 289.44	 33.53	 38.67	 37.75	 1.71
AV-7-EX2-OT1-MBT_A_PB2	 30	 295	 189.52	 35.01	 38.87	 37.81	 2.67
AV-7-EX2-OT1-UNI_A_HA_H9	 209	 3488	 2661.21	 35.19	 38.63	 37.67	 0.00
AV-7-EX2-OT1-UNI_A_MP	 557	 7779	 5046.34	 34.66	 38.37	 37.60	 0.00
AV-7-EX2-OT1-UNI_A_NA_N2	 80	 2497	 1745.02	 35.68	 38.54	 37.74	 0.00
AV-7-EX2-OT1-UNI_A_NP	 396	 4722	 3167.12	 33.33	 38.43	 37.49	 0.00
AV-7-EX2-OT1-UNI_A_NS	 1198	 11090	 7693.09	 35.23	 38.53	 37.90	 0.00
AV-7-EX2-OT1-UNI_A_PA	 469	 4720	 3203.36	 35.01	 38.59	 37.52	 0.00
AV-7-EX2-OT1-UNI_A_PB1	 77	 4625	 1944.66	 35.18	 38.34	 37.62	 0.00
AV-7-EX2-OT1-UNI_A_PB2	 345	 3621	 2289.82	 33.96	 38.48	 37.51	 0.00
AV-7-EX2-OT2-MBT_A_HA_H9	 62	 802	 491.12	 35.38	 38.69	 37.74	 0.00
AV-7-EX2-OT2-MBT_A_MP	 906	 6984	 5169.05	 35.04	 38.34	 37.65	 0.00
AV-7-EX2-OT2-MBT_A_NA_N2	 177	 2365	 1581.19	 36.18	 38.59	 37.80	 0.00
AV-7-EX2-OT2-MBT_A_NP	 418	 3959	 3116.54	 33.24	 38.40	 37.58	 0.00
AV-7-EX2-OT2-MBT_A_NS	 71	 448	 312.21	 35.19	 38.65	 37.90	 0.00
AV-7-EX2-OT2-MBT_A_PA	 967	 4665	 3607.12	 35.30	 38.56	 37.58	 0.00
AV-7-EX2-OT2-MBT_A_PB1	 119	 939	 711.09	 35.73	 38.39	 37.65	 0.00
AV-7-EX2-OT2-MBT_A_PB2	 176	 1209	 875.80	 34.57	 38.62	 37.61	 0.00
AV-7-EX2-OT2-UNI_A_HA_H9	 338	 3453	 2556.83	 35.12	 38.62	 37.84	 0.00
AV-7-EX2-OT2-UNI_A_MP	 342	 4415	 3131.99	 34.99	 38.40	 37.70	 0.00
AV-7-EX2-OT2-UNI_A_NA_N2	 141	 1944	 1369.91	 35.94	 38.59	 37.88	 0.00
AV-7-EX2-OT2-UNI_A_NP	 269	 3913	 3055.03	 33.74	 38.45	 37.66	 0.00
AV-7-EX2-OT2-UNI_A_NS	 85	 755	 531.82	 35.04	 38.61	 37.95	 0.00
AV-7-EX2-OT2-UNI_A_PA	 564	 4454	 3332.94	 35.18	 38.63	 37.67	 0.00
AV-7-EX2-OT2-UNI_A_PB1	 39	 1618	 746.62	 35.65	 38.68	 37.77	 0.66
AV-7-EX2-OT2-UNI_A_PB2	 242	 1943	 1439.52	 34.57	 38.56	 37.70	 0.00
AV-8-EX2-OT1-MBT_A_HA_H9	 87	 1000	 735.97	 35.93	 38.66	 37.77	 0.00
AV-8-EX2-OT1-MBT_A_MP	 918	 6391	 4608.03	 35.00	 38.35	 37.67	 0.00
AV-8-EX2-OT1-MBT_A_NA_N2	 177	 1899	 1339.46	 35.27	 38.56	 37.78	 0.00
AV-8-EX2-OT1-MBT_A_NP	 146	 1375	 1083.80	 34.10	 38.44	 37.56	 0.00
AV-8-EX2-OT1-MBT_A_NS	 1438	 7867	 5747.60	 35.11	 38.51	 37.88	 0.00
AV-8-EX2-OT1-MBT_A_PA	 110	 712	 534.60	 34.64	 38.75	 37.56	 0.00
AV-8-EX2-OT1-MBT_A_PB1	 52	 516	 375.05	 34.53	 38.49	 37.66	 0.09
AV-8-EX2-OT1-MBT_A_PB2	 104	 677	 502.99	 33.83	 38.67	 37.60	 0.00
AV-8-EX2-OT1-UNI_A_HA_H9	 18	 359	 256.54	 34.08	 38.79	 37.77	 1.37
AV-8-EX2-OT1-UNI_A_MP	 8	 203	 125.19	 33.38	 38.61	 37.37	 14.04
AV-8-EX2-OT1-UNI_A_NA_N2	 5	 201	 119.53	 35.32	 39.00	 37.77	 17.22
AV-8-EX2-OT1-UNI_A_NP	 3	 60	 37.57	 32.88	 39.00	 37.59	 68.69
AV-8-EX2-OT1-UNI_A_NS	 3	 74	 45.45	 31.71	 39.00	 37.75	 49.11
AV-8-EX2-OT1-UNI_A_PB2	 15	 166	 94.50	 33.93	 38.88	 37.61	 13.15
AV-8-EX2-OT2-MBT_A_HA_H9	 7	 117	 81.58	 35.57	 38.98	 37.92	 14.79
AV-8-EX2-OT2-MBT_A_MP	 44	 372	 258.61	 34.64	 38.62	 37.83	 0.81
AV-8-EX2-OT2-MBT_A_NA_N2	 5	 125	 75.93	 32.91	 38.88	 37.78	 20.13
AV-8-EX2-OT2-MBT_A_NP	 20	 208	 156.49	 33.25	 38.66	 37.59	 1.07
AV-8-EX2-OT2-MBT_A_NS	 63	 529	 354.99	 34.97	 38.74	 38.00	 0.00
AV-8-EX2-OT2-MBT_A_PA	 2	 46	 28.19	 33.07	 39.00	 37.59	 99.95
AV-8-EX2-OT2-MBT_A_PB1	 4	 47	 27.67	 30.00	 39.00	 37.53	 99.96
AV-8-EX2-OT2-MBT_A_PB2	 8	 80	 51.16	 32.56	 38.95	 37.59	 36.83
AV-8-EX2-OT2-UNI_A_HA_H9	 9	 200	 140.14	 34.47	 38.82	 37.88	 3.92
AV-8-EX2-OT2-UNI_A_MP	 32	 474	 316.84	 35.53	 38.60	 37.80	 0.81
AV-8-EX2-OT2-UNI_A_NA_N2	 14	 195	 138.94	 36.29	 38.96	 38.00	 9.07
AV-8-EX2-OT2-UNI_A_NP	 11	 201	 152.13	 32.00	 38.81	 37.86	 0.93
AV-8-EX2-OT2-UNI_A_NS	 147	 1273	 893.77	 35.90	 38.65	 38.01	 0.00
AV-8-EX2-OT2-UNI_A_PA	 12	 89	 64.67	 34.76	 38.87	 37.85	 12.83
AV-8-EX2-OT2-UNI_A_PB1	 1	 144	 47.42	 33.70	 39.00	 37.90	 65.48
AV-8-EX2-OT2-UNI_A_PB2	 6	 61	 39.76	 32.19	 38.97	 37.51	 89.57
AV-9-EX2-OT1-MBT_A_HA_H12	 13	 148	 100.89	 34.50	 38.82	 37.67	 7.31
AV-9-EX2-OT1-MBT_A_MP	 127	 1089	 745.98	 33.86	 38.61	 37.80	 0.00
AV-9-EX2-OT1-MBT_A_NA_N5	 5	 63	 38.20	 29.95	 39.00	 37.57	 75.56
AV-9-EX2-OT1-MBT_A_NP	 31	 327	 240.16	 33.42	 38.64	 37.58	 0.47
AV-9-EX2-OT1-MBT_A_NS	 179	 940	 688.03	 35.17	 38.69	 37.99	 0.00
AV-9-EX2-OT1-MBT_A_PB1	 2	 36	 24.29	 34.00	 39.06	 37.75	 99.96
AV-9-EX2-OT1-MBT_A_PB2	 1	 5	 2.08	 13.00	 39.33	 37.40	 99.94
AV-9-EX2-OT1-UNI_A_NS	 359	 3097	 2154.42	 35.79	 38.64	 38.09	 0.00
AV-9-EX2-OT1-UNI_A_PA	 10	 98	 59.70	 34.70	 39.00	 37.95	 30.20
AV-9-EX2-OT2-MBT_A_HA_H12	 1	 7	 3.39	 27.00	 39.33	 37.60	 99.94
AV-9-EX2-OT2-MBT_A_MP	 3	 35	 15.90	 31.88	 39.14	 38.17	 99.90
AV-9-EX2-OT2-MBT_A_NA_N5	 1	 30	 17.13	 31.50	 39.07	 37.83	 99.93
AV-9-EX2-OT2-MBT_A_NP	 1	 23	 12.73	 28.00	 39.00	 37.61	 99.93
AV-9-EX2-OT2-MBT_A_NS	 1	 28	 15.01	 16.00	 39.00	 37.58	 99.88
AV-9-EX2-OT2-MBT_A_PB1	 1	 6	 2.40	 12.00	 39.20	 37.13	 99.94
AV-9-EX2-OT2-UNI_A_HA_H12	 1	 25	 13.27	 32.00	 39.11	 37.92	 99.94
AV-9-EX2-OT2-UNI_A_MP	 1	 22	 12.27	 33.17	 39.00	 37.82	 99.90
AV-9-EX2-OT2-UNI_A_NA_N5	 1	 20	 6.48	 27.50	 39.25	 37.55	 99.93
AV-9-EX2-OT2-UNI_A_NP	 1	 30	 12.92	 30.67	 39.14	 37.91	 99.93
AV-9-EX2-OT2-UNI_A_NS	 14	 134	 83.37	 35.50	 38.81	 37.97	 20.74
AV-9-EX2-OT2-UNI_A_PA	 3	 23	 12.65	 31.00	 39.14	 37.99	 99.95
AV-9-EX2-OT2-UNI_A_PB1	 1	 12	 6.38	 31.00	 39.17	 38.11	 99.96
AV-9-EX2-OT2-UNI_A_PB2	 1	 11	 4.52	 21.50	 39.50	 37.58	 99.96
HU-10-EX2-OT1-MBT_A_HA_H3	 68	 367	 274.92	 35.64	 38.79	 37.84	 0.00
HU-10-EX2-OT1-MBT_A_MP	 249	 2292	 1680.08	 34.94	 38.64	 37.91	 0.00
HU-10-EX2-OT1-MBT_A_NA_N2	 64	 553	 379.77	 34.84	 38.81	 37.78	 0.00
HU-10-EX2-OT1-MBT_A_NP	 52	 438	 309.29	 34.67	 38.61	 37.75	 0.00
HU-10-EX2-OT1-MBT_A_NS	 472	 3655	 2538.97	 34.89	 38.64	 37.96	 0.00
HU-10-EX2-OT1-MBT_A_PA	 89	 251	 180.54	 35.33	 38.79	 37.86	 0.00
HU-10-EX2-OT1-MBT_A_PB1	 26	 160	 105.68	 33.86	 38.83	 37.86	 5.19
HU-10-EX2-OT1-MBT_A_PB2	 64	 337	 211.24	 34.53	 38.84	 37.88	 0.00
HU-10-EX2-OT1-UNI_A_HA_H3	 382	 2715	 2098.45	 35.59	 38.66	 37.77	 0.00
HU-10-EX2-OT1-UNI_A_MP	 471	 4649	 3188.63	 34.46	 38.58	 37.83	 0.00
HU-10-EX2-OT1-UNI_A_NA_N2	 57	 762	 577.00	 34.78	 38.62	 37.76	 0.00
HU-10-EX2-OT1-UNI_A_NP	 235	 2522	 1973.85	 34.09	 38.55	 37.67	 0.00
HU-10-EX2-OT1-UNI_A_NS	 717	 5105	 3628.11	 35.05	 38.59	 37.88	 0.00
HU-10-EX2-OT1-UNI_A_PA	 192	 1829	 1194.91	 35.33	 38.69	 37.78	 0.00
HU-10-EX2-OT1-UNI_A_PB1	 239	 3450	 2486.18	 35.34	 38.59	 37.81	 0.00
HU-10-EX2-OT1-UNI_A_PB2	 399	 3331	 2299.36	 35.24	 38.51	 37.73	 0.00
HU-10-EX2-OT2-MBT_A_HA_H3	 608	 3586	 2692.86	 35.27	 38.61	 37.73	 0.00
HU-10-EX2-OT2-MBT_A_MP	 589	 4234	 3102.22	 34.42	 38.53	 37.74	 0.00
HU-10-EX2-OT2-MBT_A_NA_N2	 545	 4300	 3051.84	 34.15	 38.46	 37.79	 0.00
HU-10-EX2-OT2-MBT_A_NP	 318	 2774	 2192.23	 33.55	 38.52	 37.59	 0.00
HU-10-EX2-OT2-MBT_A_NS	 405	 2290	 1659.96	 34.69	 38.57	 37.83	 0.00
HU-10-EX2-OT2-MBT_A_PA	 486	 2030	 1550.42	 35.13	 38.53	 37.78	 0.00
HU-10-EX2-OT2-MBT_A_PB1	 273	 1817	 1386.99	 34.69	 38.61	 37.73	 0.00
HU-10-EX2-OT2-MBT_A_PB2	 603	 2464	 1975.14	 35.17	 38.54	 37.67	 0.00
HU-10-EX2-OT2-UNI_A_HA_H3	 456	 3034	 2316.83	 35.51	 38.70	 37.82	 0.00
HU-10-EX2-OT2-UNI_A_MP	 240	 2690	 1934.98	 34.55	 38.61	 37.79	 0.00
HU-10-EX2-OT2-UNI_A_NA_N2	 188	 2113	 1465.98	 34.47	 38.56	 37.83	 0.00
HU-10-EX2-OT2-UNI_A_NP	 106	 1414	 1074.98	 33.59	 38.47	 37.61	 0.00
HU-10-EX2-OT2-UNI_A_NS	 113	 899	 646.39	 34.40	 38.63	 37.92	 0.00
HU-10-EX2-OT2-UNI_A_PA	 292	 1811	 1323.15	 34.83	 38.65	 37.82	 0.00
HU-10-EX2-OT2-UNI_A_PB1	 121	 2117	 1492.74	 34.62	 38.49	 37.81	 0.00
HU-10-EX2-OT2-UNI_A_PB2	 415	 2127	 1644.82	 35.01	 38.57	 37.71	 0.00
HU-11-EX2-OT1-MBT_A_HA_H3	 239	 1517	 1139.06	 35.57	 38.64	 37.81	 0.00
HU-11-EX2-OT1-MBT_A_MP	 1370	 10360	 7564.77	 34.89	 38.52	 37.84	 0.00
HU-11-EX2-OT1-MBT_A_NA_N2	 146	 1534	 1091.97	 34.52	 38.53	 37.84	 0.00
HU-11-EX2-OT1-MBT_A_NP	 196	 1892	 1448.90	 33.40	 38.52	 37.68	 0.00
HU-11-EX2-OT1-MBT_A_NS	 196	 1100	 787.05	 34.40	 38.60	 37.90	 0.00
HU-11-EX2-OT1-MBT_A_PA	 190	 830	 517.68	 35.84	 38.70	 37.83	 0.00
HU-11-EX2-OT1-MBT_A_PB1	 86	 753	 591.11	 35.20	 38.67	 37.85	 0.00
HU-11-EX2-OT1-MBT_A_PB2	 149	 773	 606.21	 35.36	 38.63	 37.71	 0.00
HU-11-EX2-OT1-UNI_A_HA_H3	 40	 261	 189.65	 33.13	 38.39	 36.79	 0.47
HU-11-EX2-OT1-UNI_A_MP	 72	 781	 511.59	 32.20	 38.21	 36.87	 0.00
HU-11-EX2-OT1-UNI_A_NA_N2	 3	 73	 47.21	 29.47	 38.68	 37.04	 54.85
HU-11-EX2-OT1-UNI_A_NP	 32	 327	 251.24	 31.56	 38.25	 36.82	 0.40
HU-11-EX2-OT1-UNI_A_NS	 34	 310	 208.91	 33.94	 38.31	 36.98	 0.60
HU-11-EX2-OT1-UNI_A_PA	 28	 226	 136.42	 33.53	 38.71	 36.99	 2.79
HU-11-EX2-OT1-UNI_A_PB1	 20	 292	 215.09	 32.70	 38.45	 36.96	 2.86
HU-11-EX2-OT1-UNI_A_PB2	 64	 327	 212.37	 34.06	 38.39	 36.87	 0.00
HU-11-EX2-OT2-MBT_A_HA_H3	 531	 2778	 2169.86	 35.23	 38.68	 37.75	 0.00
HU-11-EX2-OT2-MBT_A_MP	 1216	 8363	 6229.68	 34.86	 38.47	 37.82	 0.00
HU-11-EX2-OT2-MBT_A_NA_N2	 544	 4661	 3293.31	 34.49	 38.52	 37.79	 0.00
HU-11-EX2-OT2-MBT_A_NP	 267	 2913	 2242.62	 34.04	 38.53	 37.66	 0.00
HU-11-EX2-OT2-MBT_A_NS	 364	 2238	 1651.24	 34.78	 38.67	 37.93	 0.00
HU-11-EX2-OT2-MBT_A_PA	 383	 1486	 823.87	 35.92	 38.74	 37.84	 0.00
HU-11-EX2-OT2-MBT_A_PB1	 72	 776	 577.68	 34.68	 38.51	 37.74	 0.00
HU-11-EX2-OT2-MBT_A_PB2	 300	 1347	 976.57	 35.17	 38.53	 37.68	 0.00
HU-11-EX2-OT2-UNI_A_HA_H3	 251	 1785	 1356.48	 35.19	 38.57	 37.55	 0.00
HU-11-EX2-OT2-UNI_A_MP	 319	 3478	 2559.06	 34.22	 38.55	 37.65	 0.00
HU-11-EX2-OT2-UNI_A_NA_N2	 137	 1417	 972.70	 34.15	 38.45	 37.62	 0.00
HU-11-EX2-OT2-UNI_A_NP	 58	 730	 538.51	 32.87	 38.49	 37.48	 0.00
HU-11-EX2-OT2-UNI_A_NS	 105	 796	 607.42	 34.93	 38.59	 37.79	 0.00
HU-11-EX2-OT2-UNI_A_PA	 94	 691	 467.13	 35.12	 38.55	 37.60	 0.00
HU-11-EX2-OT2-UNI_A_PB1	 52	 790	 572.61	 34.15	 38.51	 37.52	 0.00
HU-11-EX2-OT2-UNI_A_PB2	 141	 682	 533.83	 35.34	 38.48	 37.55	 0.00
HU-12-EX2-OT1-MBT_A_HA_H3	 45	 341	 253.81	 35.01	 38.74	 37.61	 0.41
HU-12-EX2-OT1-MBT_A_MP	 391	 2899	 2079.21	 34.23	 38.52	 37.70	 0.00
HU-12-EX2-OT1-MBT_A_NA_N2	 54	 500	 338.64	 33.89	 38.68	 37.63	 0.00
HU-12-EX2-OT1-MBT_A_NP	 39	 361	 259.59	 31.87	 38.52	 37.51	 0.60
HU-12-EX2-OT1-MBT_A_NS	 446	 3348	 2311.66	 34.64	 38.57	 37.79	 0.00
HU-12-EX2-OT1-MBT_A_PA	 119	 654	 203.83	 33.21	 38.70	 37.58	 0.00
HU-12-EX2-OT1-MBT_A_PB1	 23	 89	 68.57	 33.94	 38.79	 37.58	 6.86
HU-12-EX2-OT1-MBT_A_PB2	 40	 267	 158.13	 34.89	 38.66	 37.55	 1.84
HU-12-EX2-OT1-UNI_A_HA_H3	 395	 2350	 1821.63	 34.83	 38.61	 37.61	 0.00
HU-12-EX2-OT1-UNI_A_MP	 483	 4333	 3062.94	 34.45	 38.55	 37.74	 0.00
HU-12-EX2-OT1-UNI_A_NA_N2	 98	 1408	 1040.36	 33.35	 38.63	 37.74	 0.00
HU-12-EX2-OT1-UNI_A_NP	 214	 2143	 1653.83	 33.60	 38.43	 37.49	 0.00
HU-12-EX2-OT1-UNI_A_NS	 500	 2997	 2188.22	 34.50	 38.55	 37.75	 0.00
HU-12-EX2-OT1-UNI_A_PA	 330	 2585	 1229.98	 35.20	 38.62	 37.70	 0.00
HU-12-EX2-OT1-UNI_A_PB1	 192	 2175	 1664.83	 34.32	 38.47	 37.66	 0.00
HU-12-EX2-OT1-UNI_A_PB2	 350	 2606	 1973.82	 34.71	 38.55	 37.57	 0.00
HU-12-EX2-OT2-MBT_A_HA_H3	 248	 1544	 1144.84	 34.52	 38.67	 37.56	 0.00
HU-12-EX2-OT2-MBT_A_MP	 490	 3776	 2756.81	 33.70	 38.44	 37.69	 0.00
HU-12-EX2-OT2-MBT_A_NA_N2	 276	 2460	 1689.36	 33.82	 38.49	 37.71	 0.00
HU-12-EX2-OT2-MBT_A_NP	 179	 1563	 1161.61	 33.04	 38.40	 37.46	 0.00
HU-12-EX2-OT2-MBT_A_NS	 292	 1634	 1162.09	 34.20	 38.55	 37.84	 0.00
HU-12-EX2-OT2-MBT_A_PA	 200	 1251	 423.80	 34.80	 38.72	 37.66	 0.00
HU-12-EX2-OT2-MBT_A_PB1	 82	 470	 343.59	 34.72	 38.58	 37.68	 0.00
HU-12-EX2-OT2-MBT_A_PB2	 238	 1123	 859.46	 34.49	 38.49	 37.57	 0.00
HU-12-EX2-OT2-UNI_A_HA_H3	 245	 1756	 1288.70	 34.72	 38.60	 37.45	 0.00
HU-12-EX2-OT2-UNI_A_MP	 181	 2063	 1481.62	 34.29	 38.44	 37.57	 0.00
HU-12-EX2-OT2-UNI_A_NA_N2	 98	 1048	 705.02	 33.36	 38.52	 37.57	 0.00
HU-12-EX2-OT2-UNI_A_NP	 59	 742	 556.15	 32.56	 38.43	 37.38	 0.00
HU-12-EX2-OT2-UNI_A_NS	 69	 693	 487.69	 33.96	 38.51	 37.63	 0.00
HU-12-EX2-OT2-UNI_A_PA	 199	 776	 451.27	 34.19	 38.66	 37.51	 0.00
HU-12-EX2-OT2-UNI_A_PB1	 41	 692	 492.05	 32.92	 38.46	 37.46	 0.26
HU-12-EX2-OT2-UNI_A_PB2	 149	 797	 626.73	 34.59	 38.65	 37.44	 0.00
HU-13-EX2-OT1-MBT_A_HA_H3	 757	 3531	 2736.28	 34.89	 38.56	 37.61	 0.00
HU-13-EX2-OT1-MBT_A_MP	 1893	 12712	 9016.66	 34.03	 38.47	 37.69	 0.00
HU-13-EX2-OT1-MBT_A_NP	 732	 5339	 4076.70	 33.22	 38.39	 37.52	 0.00
HU-13-EX2-OT1-MBT_A_NS	 1873	 9658	 6992.63	 34.21	 38.44	 37.71	 0.00
HU-13-EX2-OT1-MBT_A_PA	 375	 2709	 1849.21	 34.61	 38.57	 37.67	 0.00
HU-13-EX2-OT1-MBT_A_PB1	 193	 1422	 1072.67	 33.87	 38.45	 37.65	 0.00
HU-13-EX2-OT1-MBT_A_PB2	 1070	 4124	 2590.36	 35.25	 38.57	 37.59	 0.00
HU-13-EX2-OT1-UNI_A_HA_H3	 102	 710	 504.08	 34.98	 38.60	 37.65	 0.00
HU-13-EX2-OT1-UNI_A_MP	 365	 3781	 2570.75	 34.44	 38.49	 37.79	 0.00
HU-13-EX2-OT1-UNI_A_NP	 97	 1088	 835.39	 33.21	 38.55	 37.60	 0.00
HU-13-EX2-OT1-UNI_A_NS	 273	 1982	 1372.29	 34.92	 38.54	 37.72	 0.00
HU-13-EX2-OT1-UNI_A_PA	 43	 565	 315.49	 34.50	 38.81	 37.71	 1.02
HU-13-EX2-OT1-UNI_A_PB1	 39	 611	 435.74	 33.93	 38.59	 37.65	 0.22
HU-13-EX2-OT1-UNI_A_PB2	 643	 2453	 1156.95	 35.37	 38.63	 37.71	 0.00
HU-13-EX2-OT2-MBT_A_HA_H3	 817	 5003	 3727.57	 34.85	 38.57	 37.66	 0.00
HU-13-EX2-OT2-MBT_A_MP	 1223	 9918	 6883.84	 33.61	 38.50	 37.75	 0.00
HU-13-EX2-OT2-MBT_A_NA_N2	 4	 54	 27.97	 29.00	 38.93	 37.43	 97.17
HU-13-EX2-OT2-MBT_A_NP	 644	 5572	 4296.03	 33.53	 38.45	 37.58	 0.00
HU-13-EX2-OT2-MBT_A_NS	 868	 5213	 3808.26	 34.11	 38.50	 37.78	 0.00
HU-13-EX2-OT2-MBT_A_PA	 84	 1423	 874.68	 34.75	 38.64	 37.74	 0.00
HU-13-EX2-OT2-MBT_A_PB1	 291	 2139	 1738.63	 33.78	 38.48	 37.68	 0.00
HU-13-EX2-OT2-MBT_A_PB2	 909	 2476	 1668.53	 35.61	 38.62	 37.67	 0.00
HU-13-EX2-OT2-UNI_A_HA_H3	 266	 1961	 1468.06	 35.24	 38.61	 37.71	 0.00
HU-13-EX2-OT2-UNI_A_MP	 635	 6085	 4198.89	 34.13	 38.59	 37.79	 0.00
HU-13-EX2-OT2-UNI_A_NP	 108	 1668	 1194.47	 33.22	 38.46	 37.62	 0.00
HU-13-EX2-OT2-UNI_A_NS	 399	 2853	 2059.27	 34.62	 38.61	 37.86	 0.00
HU-13-EX2-OT2-UNI_A_PA	 44	 1133	 668.60	 34.05	 38.72	 37.72	 0.93
HU-13-EX2-OT2-UNI_A_PB1	 60	 986	 578.80	 34.27	 38.56	 37.74	 0.00
HU-13-EX2-OT2-UNI_A_PB2	 220	 692	 355.63	 35.83	 38.69	 37.77	 0.00
HU-9-EX2-OT1-MBT_A_HA_H3	 72	 503	 319.53	 34.92	 38.77	 37.83	 0.00
HU-9-EX2-OT1-MBT_A_MP	 634	 5274	 3841.33	 34.86	 38.51	 37.85	 0.00
HU-9-EX2-OT1-MBT_A_NA_N2	 55	 488	 331.42	 34.87	 38.72	 37.81	 0.00
HU-9-EX2-OT1-MBT_A_NP	 75	 635	 442.89	 34.21	 38.65	 37.74	 0.00
HU-9-EX2-OT1-MBT_A_NS	 758	 5170	 3629.04	 34.75	 38.63	 37.92	 0.00
HU-9-EX2-OT1-MBT_A_PA	 18	 153	 101.94	 35.79	 38.94	 38.01	 11.11
HU-9-EX2-OT1-MBT_A_PB1	 18	 155	 91.57	 34.14	 38.88	 37.92	 5.85
HU-9-EX2-OT1-MBT_A_PB2	 31	 190	 122.73	 35.06	 38.71	 37.76	 2.50
HU-9-EX2-OT1-UNI_A_HA_H3	 489	 3693	 2773.67	 35.26	 38.54	 37.66	 0.00
HU-9-EX2-OT1-UNI_A_MP	 847	 10203	 6782.38	 34.17	 38.48	 37.74	 0.00
HU-9-EX2-OT1-UNI_A_NA_N2	 63	 992	 748.08	 34.16	 38.63	 37.73	 0.00
HU-9-EX2-OT1-UNI_A_NP	 437	 4795	 3227.42	 33.32	 38.43	 37.55	 0.00
HU-9-EX2-OT1-UNI_A_NS	 1156	 7996	 5596.37	 34.24	 38.56	 37.82	 0.00
HU-9-EX2-OT1-UNI_A_PA	 162	 1777	 935.78	 34.42	 38.53	 37.66	 0.00
HU-9-EX2-OT1-UNI_A_PB1	 263	 4671	 2996.41	 34.83	 38.48	 37.69	 0.00
HU-9-EX2-OT1-UNI_A_PB2	 556	 4663	 3152.17	 34.93	 38.49	 37.62	 0.00
